model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T11:03:23.176442+00:00

Build Times
provider,build_time_s
torchinferno,494.7
vllm,676.2
sglang,279.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.85,139.47,150.36,vllm
ttft_p99_ms,2437.07,230.81,603.77,vllm
tpot_median_ms,46.67,49.60,75.67,torchinferno
tpot_p99_ms,828.69,137.57,180.76,vllm
e2e_median_ms,198.33,178.57,226.00,vllm
e2e_p99_ms,2491.19,287.96,740.82,vllm
throughput_median_tps,5.84,7.88,5.29,vllm
total_output_tokens,1461,1454,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.22,210.38,220.36,vllm
ttft_p99_ms,664.81,505.25,70374.86,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.64,231.94,360.23,vllm
e2e_p99_ms,686.21,530.13,70440.41,vllm
throughput_median_tps,3.71,4.31,2.78,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,316.41,155.22,161.24,vllm
ttft_p99_ms,592.22,308.38,281.30,sglang
tpot_median_ms,57.78,58.51,101.51,torchinferno
tpot_p99_ms,361.22,177.35,228.89,vllm
e2e_median_ms,371.91,201.14,253.50,vllm
e2e_p99_ms,640.48,395.79,439.56,vllm
throughput_median_tps,3.59,6.95,5.28,vllm
total_output_tokens,1446,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,437.47,131.26,114.74,sglang
ttft_last_turn_ms,405.66,148.17,188.60,vllm
ttft_growth_ratio,0.93,1.13,1.64,torchinferno
ttft_first_turn_median_ms,440.69,129.55,109.81,sglang
ttft_first_turn_p99_ms,616.46,286.37,192.46,sglang
ttft_last_turn_median_ms,409.73,148.46,180.89,vllm
ttft_last_turn_p99_ms,464.73,279.14,299.84,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,208.23,63.02,78.67,vllm
ttft_p99_ms,430.85,2055.72,553.57,torchinferno
tpot_median_ms,59.11,31.55,52.51,vllm
tpot_p99_ms,103.12,1712.67,519.54,torchinferno
e2e_median_ms,257.50,85.55,138.54,vllm
e2e_p99_ms,494.88,3731.76,596.19,torchinferno
throughput_median_tps,5.41,14.12,9.96,vllm
total_output_tokens,1502,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.74,76.45,68.62,sglang
ttft_p99_ms,924.20,210.36,226.22,vllm
tpot_median_ms,22.91,15.04,22.11,vllm
tpot_p99_ms,58.18,19.62,26.02,vllm
e2e_median_ms,1119.76,629.65,844.11,vllm
e2e_p99_ms,2063.32,1010.30,1580.98,vllm
throughput_median_tps,32.48,57.59,42.12,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
vllm,tree_of_thought,523,49.75,0.00,68.47,1,14.61,1,,
vllm,tree_of_thought,524,61.98,47.21,109.19,2,18.32,1,,
vllm,tree_of_thought,525,69.44,0.00,74.88,1,13.35,1,,
vllm,tree_of_thought,526,49.84,0.00,75.24,1,13.29,1,,
vllm,tree_of_thought,527,51.97,0.00,72.36,1,13.82,1,,
vllm,tree_of_thought,528,50.69,31.55,82.23,2,24.32,1,,
vllm,tree_of_thought,529,65.75,0.00,86.61,1,11.55,1,,
vllm,tree_of_thought,530,61.15,0.00,78.35,1,12.76,1,,
vllm,tree_of_thought,531,66.04,0.00,84.20,1,11.88,1,,
vllm,tree_of_thought,532,63.91,0.00,72.15,1,13.86,1,,
vllm,tree_of_thought,533,83.31,34.83,118.14,2,16.93,1,,
vllm,tree_of_thought,534,53.15,29.84,82.99,2,24.10,1,,
vllm,tree_of_thought,535,59.42,0.00,80.15,1,12.48,1,,
vllm,tree_of_thought,536,61.93,0.00,81.01,1,12.34,1,,
vllm,tree_of_thought,537,50.78,32.31,83.10,2,24.07,1,,
vllm,tree_of_thought,538,69.19,36.36,105.56,2,18.95,1,,
vllm,tree_of_thought,539,54.24,0.00,70.41,1,14.20,1,,
vllm,tree_of_thought,540,68.12,27.52,95.64,2,20.91,1,,
vllm,tree_of_thought,541,58.14,0.00,72.31,1,13.83,1,,
vllm,tree_of_thought,542,73.66,0.00,86.16,1,11.61,1,,
vllm,tree_of_thought,543,66.63,0.00,83.20,1,12.02,1,,
vllm,tree_of_thought,544,66.31,0.00,77.72,1,12.87,1,,
vllm,tree_of_thought,545,68.42,0.00,89.58,1,11.16,1,,
vllm,tree_of_thought,546,48.71,0.00,64.11,1,15.60,1,,
vllm,tree_of_thought,547,75.34,0.00,91.88,1,10.88,1,,
vllm,tree_of_thought,548,69.65,0.00,82.21,1,12.16,1,,
vllm,tree_of_thought,549,68.30,28.24,96.54,2,20.72,1,,
vllm,tree_of_thought,550,60.49,0.00,77.37,1,12.93,1,,
vllm,tree_of_thought,551,55.74,0.00,73.57,1,13.59,1,,
vllm,tree_of_thought,552,67.39,0.00,95.62,1,10.46,1,,
vllm,tree_of_thought,553,60.40,39.05,99.45,2,20.11,1,,
vllm,tree_of_thought,554,55.06,0.00,77.62,1,12.88,1,,
vllm,tree_of_thought,555,73.10,25.30,98.40,2,20.32,1,,
vllm,tree_of_thought,556,65.07,34.98,100.06,2,19.99,1,,
vllm,tree_of_thought,557,55.90,37.59,93.49,2,21.39,1,,
vllm,tree_of_thought,558,65.85,35.28,101.13,2,19.78,1,,
vllm,tree_of_thought,559,63.76,42.30,106.06,2,18.86,1,,
vllm,tree_of_thought,560,74.85,0.00,84.13,1,11.89,1,,
vllm,tree_of_thought,561,59.07,26.31,85.37,2,23.43,1,,
vllm,tree_of_thought,562,67.25,0.00,85.14,1,11.74,1,,
vllm,tree_of_thought,563,73.73,0.00,83.14,1,12.03,1,,
vllm,tree_of_thought,564,55.68,27.48,83.17,2,24.05,1,,
vllm,tree_of_thought,565,67.72,0.00,90.00,1,11.11,1,,
vllm,tree_of_thought,566,65.70,31.43,97.13,2,20.59,1,,
vllm,tree_of_thought,567,67.65,0.00,82.15,1,12.17,1,,
vllm,tree_of_thought,568,62.03,0.00,83.04,1,12.04,1,,
vllm,tree_of_thought,569,63.42,23.95,87.37,2,22.89,1,,
vllm,tree_of_thought,570,52.48,0.00,66.15,1,15.12,1,,
vllm,tree_of_thought,571,60.31,0.00,83.83,1,11.93,1,,
vllm,tree_of_thought,572,50.96,0.00,66.13,1,15.12,1,,
vllm,tree_of_thought,573,54.66,0.00,69.18,1,14.45,1,,
vllm,tree_of_thought,574,49.64,0.00,71.57,1,13.97,1,,
vllm,tree_of_thought,575,56.99,27.80,84.79,2,23.59,1,,
vllm,tree_of_thought,576,55.52,0.00,76.15,1,13.13,1,,
vllm,tree_of_thought,577,56.91,0.00,71.30,1,14.03,1,,
vllm,tree_of_thought,578,64.58,41.40,105.98,2,18.87,1,,
vllm,tree_of_thought,579,66.27,0.00,81.18,1,12.32,1,,
vllm,tree_of_thought,580,79.45,0.00,96.52,1,10.36,1,,
vllm,tree_of_thought,581,59.86,30.48,90.34,2,22.14,1,,
vllm,tree_of_thought,582,67.93,20.32,108.56,3,27.63,0,,
vllm,tree_of_thought,583,60.97,35.38,96.35,2,20.76,1,,
vllm,tree_of_thought,584,58.30,0.00,67.41,1,14.83,1,,
vllm,tree_of_thought,585,59.97,0.00,83.79,1,11.93,1,,
vllm,tree_of_thought,586,65.26,28.97,94.23,2,21.22,1,,
vllm,tree_of_thought,587,74.27,29.41,103.68,2,19.29,1,,
vllm,tree_of_thought,588,53.26,29.19,82.44,2,24.26,1,,
vllm,tree_of_thought,589,64.72,0.00,72.33,1,13.83,1,,
vllm,tree_of_thought,590,77.09,0.00,91.91,1,10.88,1,,
vllm,tree_of_thought,591,67.47,0.00,96.22,1,10.39,1,,
vllm,tree_of_thought,592,66.22,0.00,80.75,1,12.38,1,,
vllm,tree_of_thought,593,66.49,0.00,76.87,1,13.01,1,,
vllm,tree_of_thought,594,54.58,32.12,86.70,2,23.07,1,,
vllm,tree_of_thought,595,60.15,0.00,74.37,1,13.45,1,,
vllm,tree_of_thought,596,74.78,27.25,102.03,2,19.60,0,,
vllm,tree_of_thought,597,52.91,0.00,75.34,1,13.27,1,,
vllm,tree_of_thought,598,57.10,0.00,71.72,1,13.94,1,,
vllm,tree_of_thought,599,65.94,0.00,82.14,1,12.17,1,,
vllm,tree_of_thought,600,68.61,28.37,125.35,3,23.93,1,,
vllm,tree_of_thought,601,69.23,0.00,87.45,1,11.44,1,,
vllm,tree_of_thought,602,61.31,31.64,92.95,2,21.52,1,,
vllm,tree_of_thought,603,62.65,0.00,78.59,1,12.72,1,,
vllm,tree_of_thought,604,64.33,29.74,94.07,2,21.26,1,,
vllm,tree_of_thought,605,65.92,31.98,97.90,2,20.43,1,,
vllm,tree_of_thought,606,53.32,0.00,65.10,1,15.36,1,,
vllm,tree_of_thought,607,64.87,39.58,104.44,2,19.15,0,,
vllm,tree_of_thought,608,71.47,0.00,92.27,1,10.84,1,,
vllm,tree_of_thought,609,63.74,0.00,88.78,1,11.26,1,,
vllm,tree_of_thought,610,65.68,0.00,86.22,1,11.60,1,,
vllm,tree_of_thought,611,77.34,0.00,91.51,1,10.93,1,,
vllm,tree_of_thought,612,67.72,29.76,97.48,2,20.52,0,,
vllm,tree_of_thought,613,58.24,0.00,82.08,1,12.18,1,,
vllm,tree_of_thought,614,54.42,0.00,72.79,1,13.74,1,,
vllm,tree_of_thought,615,63.04,0.00,80.17,1,12.47,1,,
vllm,tree_of_thought,616,62.30,39.43,101.74,2,19.66,1,,
vllm,tree_of_thought,617,70.39,0.00,86.85,1,11.51,1,,
vllm,tree_of_thought,618,64.06,0.00,79.36,1,12.60,1,,
vllm,tree_of_thought,619,61.85,30.45,92.30,2,21.67,1,,
vllm,tree_of_thought,620,62.48,0.00,75.44,1,13.26,1,,
vllm,tree_of_thought,621,66.64,32.28,98.92,2,20.22,1,,
vllm,tree_of_thought,622,69.34,0.00,79.93,1,12.51,1,,
vllm,tree_of_thought,623,96.14,22.54,118.69,2,16.85,1,,
vllm,tree_of_thought,624,48.43,33.62,82.05,2,24.37,1,,
vllm,tree_of_thought,625,69.48,0.00,83.96,1,11.91,1,,
vllm,tree_of_thought,626,66.87,0.00,77.94,1,12.83,1,,
vllm,tree_of_thought,627,63.26,33.86,97.12,2,20.59,1,,
vllm,tree_of_thought,628,72.53,32.07,104.60,2,19.12,1,,
vllm,tree_of_thought,629,62.77,0.00,87.65,1,11.41,1,,
vllm,tree_of_thought,630,52.60,0.00,69.61,1,14.37,1,,
vllm,tree_of_thought,631,67.83,0.00,81.07,1,12.33,1,,
vllm,tree_of_thought,632,56.32,0.00,74.28,1,13.46,1,,
vllm,tree_of_thought,633,66.68,28.92,95.60,2,20.92,1,,
vllm,tree_of_thought,634,51.12,32.09,83.21,2,24.04,1,,
vllm,tree_of_thought,635,52.27,32.13,84.39,2,23.70,1,,
vllm,tree_of_thought,636,69.57,24.89,94.47,2,21.17,1,,
vllm,tree_of_thought,637,71.35,0.00,86.11,1,11.61,1,,
vllm,tree_of_thought,638,51.45,0.00,69.45,1,14.40,1,,
vllm,tree_of_thought,639,53.38,36.53,89.91,2,22.24,1,,
vllm,tree_of_thought,640,48.82,32.54,81.36,2,24.58,0,,
vllm,tree_of_thought,641,81.62,0.00,85.52,1,11.69,1,,
vllm,tree_of_thought,642,62.54,17.90,80.44,2,24.86,1,,
vllm,tree_of_thought,643,60.82,0.00,83.08,1,12.04,1,,
vllm,tree_of_thought,644,63.07,20.28,83.35,2,23.99,1,,
vllm,tree_of_thought,645,51.96,0.00,68.90,1,14.51,1,,
vllm,tree_of_thought,646,62.23,29.15,91.37,2,21.89,1,,
vllm,tree_of_thought,647,55.52,0.00,72.54,1,13.79,1,,
vllm,tree_of_thought,648,68.80,36.01,104.81,2,19.08,1,,
vllm,tree_of_thought,649,58.71,32.26,90.97,2,21.98,1,,
vllm,tree_of_thought,650,65.99,0.00,81.60,1,12.25,1,,
vllm,tree_of_thought,651,57.84,0.00,73.27,1,13.65,1,,
vllm,tree_of_thought,652,68.28,28.21,96.50,2,20.73,1,,
vllm,tree_of_thought,653,57.06,32.77,89.83,2,22.26,1,,
vllm,tree_of_thought,654,59.78,0.00,72.28,1,13.84,1,,
vllm,tree_of_thought,655,46.73,34.55,81.29,2,24.60,1,,
vllm,tree_of_thought,656,54.57,0.00,75.61,1,13.23,1,,
vllm,tree_of_thought,657,54.09,28.38,82.47,2,24.25,1,,
vllm,tree_of_thought,658,57.48,0.00,76.59,1,13.06,1,,
vllm,tree_of_thought,659,48.30,0.00,74.12,1,13.49,1,,
vllm,tree_of_thought,660,48.89,31.72,80.60,2,24.81,1,,
vllm,tree_of_thought,661,54.85,0.00,66.61,1,15.01,1,,
vllm,tree_of_thought,662,79.14,32.25,111.39,2,17.95,1,,
vllm,tree_of_thought,663,57.62,22.49,80.11,2,24.97,1,,
vllm,tree_of_thought,664,60.64,0.00,81.77,1,12.23,1,,
vllm,tree_of_thought,665,54.75,0.00,68.73,1,14.55,1,,
vllm,tree_of_thought,666,55.79,18.23,110.47,4,36.21,1,,
vllm,tree_of_thought,667,57.15,0.00,76.64,1,13.05,1,,
vllm,tree_of_thought,668,63.33,0.00,80.68,1,12.39,1,,
vllm,tree_of_thought,669,54.12,32.61,86.73,2,23.06,1,,
vllm,tree_of_thought,670,56.56,24.34,80.90,2,24.72,1,,
vllm,tree_of_thought,671,83.19,23.40,106.59,2,18.76,1,,
vllm,tree_of_thought,672,70.72,31.18,101.90,2,19.63,1,,
vllm,tree_of_thought,673,74.11,34.15,108.25,2,18.48,1,,
vllm,tree_of_thought,674,52.74,25.98,78.71,2,25.41,1,,
vllm,tree_of_thought,675,66.27,19.81,105.90,3,28.33,1,,
vllm,tree_of_thought,676,63.98,0.00,74.17,1,13.48,1,,
vllm,tree_of_thought,677,58.02,0.00,69.25,1,14.44,1,,
vllm,tree_of_thought,678,53.58,0.00,77.64,1,12.88,1,,
vllm,tree_of_thought,679,59.92,30.50,90.41,2,22.12,1,,
vllm,tree_of_thought,680,66.61,29.12,95.73,2,20.89,1,,
vllm,tree_of_thought,681,43.75,0.00,53.43,1,18.72,1,,
vllm,tree_of_thought,682,63.28,0.00,74.11,1,13.49,1,,
vllm,tree_of_thought,683,85.85,33.61,119.46,2,16.74,0,,
vllm,tree_of_thought,684,64.41,36.08,100.50,2,19.90,0,,
vllm,tree_of_thought,685,69.20,0.00,83.86,1,11.92,1,,
vllm,tree_of_thought,686,61.10,0.00,85.06,1,11.76,1,,
vllm,tree_of_thought,687,56.34,0.00,68.93,1,14.51,1,,
vllm,tree_of_thought,688,67.44,27.32,94.76,2,21.11,1,,
vllm,tree_of_thought,689,59.59,0.00,69.50,1,14.39,1,,
vllm,tree_of_thought,690,63.07,0.00,75.51,1,13.24,1,,
vllm,tree_of_thought,691,47.46,30.73,78.19,2,25.58,1,,
vllm,tree_of_thought,692,55.71,29.36,85.07,2,23.51,1,,
vllm,tree_of_thought,693,54.95,32.79,87.74,2,22.79,1,,
vllm,tree_of_thought,694,51.66,0.00,70.97,1,14.09,1,,
vllm,tree_of_thought,695,60.95,0.00,77.06,1,12.98,1,,
vllm,tree_of_thought,696,63.18,27.98,91.16,2,21.94,1,,
vllm,tree_of_thought,697,52.70,0.00,78.78,1,12.69,1,,
vllm,tree_of_thought,698,60.40,0.00,75.35,1,13.27,1,,
vllm,tree_of_thought,699,75.24,0.00,92.03,1,10.87,1,,
vllm,tree_of_thought,700,69.72,0.00,85.27,1,11.73,1,,
vllm,tree_of_thought,701,61.91,21.24,125.62,4,31.84,0,,
vllm,tree_of_thought,702,82.43,34.75,117.18,2,17.07,1,,
vllm,tree_of_thought,703,55.19,23.81,102.81,3,29.18,1,,
vllm,tree_of_thought,704,59.82,32.83,92.64,2,21.59,1,,
vllm,tree_of_thought,705,66.24,0.00,90.14,1,11.09,1,,
vllm,tree_of_thought,706,58.55,0.00,69.81,1,14.32,1,,
vllm,tree_of_thought,707,58.41,0.00,75.02,1,13.33,1,,
vllm,tree_of_thought,708,56.01,0.00,71.18,1,14.05,1,,
vllm,tree_of_thought,709,65.65,0.00,81.45,1,12.28,1,,
vllm,tree_of_thought,710,61.19,0.00,85.57,1,11.69,1,,
vllm,tree_of_thought,711,72.29,0.00,87.52,1,11.43,1,,
vllm,tree_of_thought,712,48.19,0.00,54.58,1,18.32,1,,
vllm,tree_of_thought,713,52.57,0.00,73.32,1,13.64,1,,
vllm,tree_of_thought,714,74.22,0.00,86.25,1,11.59,1,,
vllm,tree_of_thought,715,65.89,0.00,87.97,1,11.37,1,,
vllm,tree_of_thought,716,63.11,0.00,77.68,1,12.87,1,,
vllm,tree_of_thought,717,60.27,40.03,100.29,2,19.94,1,,
vllm,tree_of_thought,718,49.83,32.29,82.12,2,24.36,1,,
vllm,tree_of_thought,719,61.23,0.00,77.23,1,12.95,1,,
vllm,tree_of_thought,720,55.51,37.17,92.68,2,21.58,1,,
vllm,tree_of_thought,721,58.04,0.00,79.22,1,12.62,1,,
vllm,tree_of_thought,722,70.63,33.99,104.62,2,19.12,1,,
vllm,tree_of_thought,723,56.12,27.80,83.91,2,23.83,1,,
vllm,tree_of_thought,724,58.89,0.00,66.58,1,15.02,1,,
vllm,tree_of_thought,725,63.75,0.00,76.13,1,13.14,1,,
vllm,tree_of_thought,726,66.91,27.87,94.78,2,21.10,1,,
vllm,tree_of_thought,727,53.43,27.80,81.23,2,24.62,1,,
vllm,tree_of_thought,728,64.23,31.90,96.13,2,20.80,1,,
vllm,tree_of_thought,729,67.50,0.00,86.90,1,11.51,1,,
vllm,tree_of_thought,730,73.24,22.14,95.39,2,20.97,1,,
vllm,tree_of_thought,731,67.27,0.00,82.31,1,12.15,1,,
vllm,tree_of_thought,732,69.21,0.00,89.57,1,11.16,1,,
vllm,tree_of_thought,733,58.35,32.78,91.13,2,21.95,1,,
vllm,tree_of_thought,734,72.83,0.00,90.65,1,11.03,1,,
vllm,tree_of_thought,735,66.80,0.00,82.50,1,12.12,1,,
vllm,tree_of_thought,736,62.78,0.00,80.70,1,12.39,1,,
vllm,tree_of_thought,737,47.92,24.14,96.19,3,31.19,0,,
vllm,tree_of_thought,738,67.87,31.92,99.79,2,20.04,1,,
vllm,tree_of_thought,739,67.62,0.00,84.11,1,11.89,1,,
vllm,tree_of_thought,740,80.94,0.00,94.22,1,10.61,1,,
vllm,tree_of_thought,741,63.98,0.00,82.66,1,12.10,1,,
vllm,tree_of_thought,742,56.78,28.56,85.34,2,23.44,1,,
vllm,tree_of_thought,743,60.78,0.00,68.05,1,14.70,1,,
vllm,tree_of_thought,744,71.82,0.00,90.14,1,11.09,1,,
vllm,tree_of_thought,745,70.17,25.37,95.54,2,20.93,1,,
vllm,tree_of_thought,746,62.56,0.00,83.72,1,11.94,1,,
vllm,tree_of_thought,747,58.25,16.86,159.43,7,43.91,0,,
vllm,tree_of_thought,748,52.79,0.00,71.56,1,13.97,1,,
vllm,tree_of_thought,749,54.19,0.00,71.06,1,14.07,1,,
vllm,tree_of_thought,750,70.34,0.00,84.74,1,11.80,1,,
vllm,tree_of_thought,751,81.98,29.63,111.61,2,17.92,1,,
vllm,tree_of_thought,752,53.14,30.76,83.90,2,23.84,1,,
vllm,tree_of_thought,753,51.46,28.74,80.20,2,24.94,1,,
vllm,tree_of_thought,754,57.64,29.15,86.79,2,23.04,1,,
vllm,tree_of_thought,755,59.88,0.00,75.71,1,13.21,1,,
vllm,tree_of_thought,756,40.61,0.00,62.54,1,15.99,1,,
vllm,tree_of_thought,757,64.10,0.00,82.80,1,12.08,1,,
vllm,tree_of_thought,758,52.25,0.00,76.74,1,13.03,1,,
vllm,tree_of_thought,759,54.90,0.00,68.99,1,14.49,1,,
vllm,tree_of_thought,760,68.01,0.00,87.07,1,11.49,1,,
vllm,tree_of_thought,761,67.06,0.00,85.14,1,11.74,1,,
vllm,tree_of_thought,762,66.97,44.94,111.90,2,17.87,1,,
vllm,tree_of_thought,763,66.97,0.00,82.33,1,12.15,1,,
vllm,tree_of_thought,764,71.60,32.53,104.13,2,19.21,1,,
vllm,tree_of_thought,765,67.11,29.18,96.29,2,20.77,1,,
vllm,tree_of_thought,766,49.89,0.00,66.37,1,15.07,1,,
vllm,tree_of_thought,767,69.89,0.00,87.34,1,11.45,1,,
vllm,tree_of_thought,768,56.37,0.00,72.69,1,13.76,1,,
vllm,tree_of_thought,769,67.04,0.00,78.63,1,12.72,1,,
vllm,tree_of_thought,770,52.44,0.00,69.92,1,14.30,1,,
vllm,tree_of_thought,771,65.32,0.00,77.04,1,12.98,1,,
vllm,tree_of_thought,772,51.03,0.00,73.01,1,13.70,1,,
vllm,tree_of_thought,773,65.74,28.61,94.35,2,21.20,1,,
vllm,tree_of_thought,774,49.77,22.89,72.66,2,27.52,1,,
vllm,tree_of_thought,775,65.56,0.00,83.11,1,12.03,1,,
vllm,tree_of_thought,776,59.82,0.00,74.49,1,13.42,1,,
vllm,tree_of_thought,777,62.10,0.00,78.93,1,12.67,1,,
vllm,tree_of_thought,778,68.30,22.15,90.45,2,22.11,1,,
vllm,tree_of_thought,779,68.78,0.00,87.40,1,11.44,1,,
vllm,tree_of_thought,780,49.53,0.00,68.07,1,14.69,1,,
vllm,tree_of_thought,781,57.07,0.00,73.60,1,13.59,1,,
vllm,tree_of_thought,782,75.42,31.76,107.19,2,18.66,1,,
vllm,tree_of_thought,783,59.61,0.00,81.74,1,12.23,1,,
vllm,tree_of_thought,784,76.70,0.00,95.45,1,10.48,1,,
vllm,tree_of_thought,785,50.14,32.37,82.51,2,24.24,1,,
vllm,tree_of_thought,786,70.10,0.00,90.59,1,11.04,1,,
vllm,tree_of_thought,787,56.29,0.00,76.00,1,13.16,1,,
vllm,tree_of_thought,788,59.95,0.00,75.71,1,13.21,1,,
vllm,tree_of_thought,789,61.33,0.00,84.58,1,11.82,1,,
vllm,tree_of_thought,790,66.25,0.00,70.77,1,14.13,1,,
vllm,tree_of_thought,791,88.08,0.00,93.95,1,10.64,1,,
vllm,tree_of_thought,792,65.62,25.54,91.16,2,21.94,1,,
vllm,tree_of_thought,793,75.39,0.00,79.22,1,12.62,1,,
vllm,tree_of_thought,794,82.59,0.00,92.56,1,10.80,1,,
vllm,tree_of_thought,795,72.32,19.02,186.41,7,37.55,0,,
vllm,tree_of_thought,796,75.34,0.00,82.13,1,12.18,1,,
vllm,tree_of_thought,797,51.26,0.00,62.50,1,16.00,1,,
vllm,tree_of_thought,798,52.36,0.00,74.11,1,13.49,1,,
vllm,tree_of_thought,799,61.79,27.67,89.46,2,22.36,1,,
vllm,tree_of_thought,800,60.56,30.94,91.49,2,21.86,1,,
vllm,tree_of_thought,801,58.03,0.00,66.20,1,15.11,1,,
vllm,tree_of_thought,802,56.56,0.00,68.70,1,14.56,1,,
vllm,tree_of_thought,803,65.44,0.00,75.80,1,13.19,1,,
vllm,tree_of_thought,804,52.98,25.29,78.27,2,25.55,1,,
vllm,tree_of_thought,805,39.99,0.00,51.20,1,19.53,1,,
vllm,tree_of_thought,806,70.17,0.00,91.40,1,10.94,1,,
vllm,tree_of_thought,807,68.19,0.00,75.29,1,13.28,1,,
vllm,tree_of_thought,808,64.06,0.00,80.19,1,12.47,1,,
vllm,tree_of_thought,809,63.59,21.76,107.10,3,28.01,1,,
vllm,tree_of_thought,810,64.72,0.00,89.72,1,11.15,1,,
vllm,tree_of_thought,811,79.60,37.95,117.56,2,17.01,1,,
vllm,tree_of_thought,812,55.60,0.00,72.56,1,13.78,1,,
vllm,tree_of_thought,813,59.75,0.00,74.09,1,13.50,1,,
vllm,tree_of_thought,814,69.35,0.00,80.12,1,12.48,1,,
vllm,tree_of_thought,815,57.97,0.00,74.76,1,13.38,1,,
vllm,tree_of_thought,816,61.07,30.91,91.98,2,21.74,1,,
vllm,tree_of_thought,817,68.87,25.93,94.80,2,21.10,1,,
vllm,tree_of_thought,818,58.62,0.00,68.39,1,14.62,1,,
vllm,tree_of_thought,819,67.10,30.56,97.66,2,20.48,1,,
vllm,tree_of_thought,820,55.21,29.34,84.55,2,23.65,1,,
vllm,tree_of_thought,821,50.50,0.00,68.67,1,14.56,1,,
vllm,tree_of_thought,822,60.22,0.00,80.77,1,12.38,1,,
vllm,tree_of_thought,823,58.38,0.00,85.32,1,11.72,1,,
vllm,tree_of_thought,824,67.05,40.83,107.88,2,18.54,1,,
vllm,tree_of_thought,825,84.02,0.00,91.93,1,10.88,1,,
vllm,tree_of_thought,826,65.36,21.60,86.96,2,23.00,1,,
vllm,tree_of_thought,827,72.86,27.28,100.14,2,19.97,1,,
vllm,tree_of_thought,828,67.51,25.80,93.31,2,21.43,1,,
vllm,tree_of_thought,829,52.65,0.00,68.70,1,14.56,1,,
vllm,tree_of_thought,830,56.57,31.01,87.58,2,22.84,1,,
vllm,tree_of_thought,831,54.60,27.88,82.47,2,24.25,1,,
vllm,tree_of_thought,832,57.57,0.00,70.86,1,14.11,1,,
vllm,tree_of_thought,833,67.10,0.00,81.78,1,12.23,1,,
vllm,tree_of_thought,834,53.36,33.73,87.09,2,22.96,1,,
vllm,tree_of_thought,835,61.08,0.00,81.40,1,12.29,1,,
vllm,tree_of_thought,836,42.52,17.57,77.66,3,38.63,0,,
vllm,tree_of_thought,837,62.05,0.00,79.89,1,12.52,1,,
vllm,tree_of_thought,838,78.88,0.00,103.76,1,9.64,1,,
vllm,tree_of_thought,839,64.94,35.78,100.73,2,19.86,1,,
vllm,tree_of_thought,840,68.28,29.17,97.45,2,20.52,1,,
vllm,tree_of_thought,841,63.02,0.00,80.54,1,12.42,1,,
vllm,tree_of_thought,842,54.49,0.00,70.18,1,14.25,1,,
vllm,tree_of_thought,843,69.21,28.53,97.74,2,20.46,1,,
vllm,tree_of_thought,844,89.66,0.00,100.53,1,9.95,1,,
vllm,tree_of_thought,845,60.18,31.45,91.63,2,21.83,1,,
vllm,tree_of_thought,846,63.41,0.00,81.02,1,12.34,1,,
vllm,tree_of_thought,847,55.59,0.00,73.06,1,13.69,1,,
vllm,tree_of_thought,848,64.39,28.69,93.08,2,21.49,1,,
vllm,tree_of_thought,849,60.92,0.00,72.67,1,13.76,1,,
vllm,tree_of_thought,850,59.50,0.00,80.76,1,12.38,1,,
vllm,tree_of_thought,851,70.38,0.00,83.15,1,12.03,1,,
vllm,tree_of_thought,852,55.71,29.28,84.99,2,23.53,1,,
vllm,tree_of_thought,853,74.50,29.62,104.12,2,19.21,1,,
vllm,tree_of_thought,854,68.02,0.00,83.15,1,12.03,1,,
vllm,tree_of_thought,855,64.17,40.65,104.82,2,19.08,1,,
vllm,tree_of_thought,856,63.74,35.59,99.32,2,20.14,1,,
vllm,tree_of_thought,857,82.98,0.00,93.60,1,10.68,1,,
vllm,tree_of_thought,858,46.08,0.00,60.33,1,16.57,1,,
vllm,tree_of_thought,859,62.51,0.00,84.10,1,11.89,1,,
vllm,tree_of_thought,860,60.33,23.05,83.38,2,23.99,1,,
vllm,tree_of_thought,861,65.08,29.97,95.05,2,21.04,1,,
vllm,tree_of_thought,862,62.13,0.00,80.85,1,12.37,1,,
vllm,tree_of_thought,863,70.99,0.00,84.43,1,11.84,1,,
