model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
vllm,self_consistency,24,173.78,0.00,178.45,1,5.60,1,,
vllm,self_consistency,25,324.90,0.00,330.14,1,3.03,1,,
vllm,self_consistency,26,200.27,0.00,200.52,1,4.99,1,,
vllm,self_consistency,27,243.26,0.00,243.53,1,4.11,1,,
vllm,self_consistency,28,319.85,0.00,389.62,1,2.57,1,,
vllm,self_consistency,29,170.69,0.00,195.81,1,5.11,1,,
vllm,self_consistency,30,169.23,0.00,204.86,1,4.88,1,,
vllm,self_consistency,31,204.97,0.00,206.44,1,4.84,1,,
vllm,self_consistency,32,169.80,0.00,175.07,1,5.71,1,,
vllm,self_consistency,33,154.47,0.00,154.77,1,6.46,1,,
vllm,self_consistency,34,141.58,0.00,157.05,1,6.37,1,,
vllm,self_consistency,35,142.54,0.00,155.35,1,6.44,1,,
vllm,self_consistency,36,257.07,0.00,271.70,1,3.68,1,,
vllm,self_consistency,37,131.11,0.00,250.37,1,3.99,1,,
vllm,self_consistency,38,163.84,0.00,192.86,1,5.19,1,,
vllm,self_consistency,39,187.02,0.00,197.25,1,5.07,1,,
vllm,self_consistency,40,198.23,0.00,217.09,1,4.61,1,,
vllm,self_consistency,41,234.03,0.00,241.70,1,4.14,1,,
vllm,self_consistency,42,72.10,0.00,93.88,1,10.65,1,,
vllm,self_consistency,43,81.37,0.00,99.10,1,10.09,1,,
vllm,self_consistency,44,187.63,0.00,212.59,1,4.70,1,,
vllm,self_consistency,45,182.70,0.00,295.76,1,3.38,1,,
vllm,self_consistency,46,199.04,0.00,229.47,1,4.36,1,,
vllm,self_consistency,47,171.18,0.00,181.67,1,5.50,1,,
vllm,self_consistency,48,132.38,0.00,144.93,1,6.90,1,,
vllm,self_consistency,49,156.95,0.00,157.22,1,6.36,1,,
vllm,self_consistency,50,192.36,0.00,245.79,1,4.07,1,,
vllm,self_consistency,51,116.54,0.00,130.36,1,7.67,1,,
vllm,self_consistency,52,87.63,0.00,101.26,1,9.88,1,,
vllm,self_consistency,53,232.37,0.00,294.31,1,3.40,1,,
vllm,self_consistency,54,153.59,0.00,232.67,1,4.30,1,,
vllm,self_consistency,55,107.89,0.00,121.87,1,8.21,1,,
vllm,self_consistency,56,236.51,0.00,266.72,1,3.75,1,,
vllm,self_consistency,57,224.01,0.00,228.87,1,4.37,1,,
vllm,self_consistency,58,165.51,0.00,180.83,1,5.53,1,,
vllm,self_consistency,59,240.20,0.00,273.38,1,3.66,1,,
vllm,self_consistency,60,194.35,0.00,208.95,1,4.79,1,,
vllm,self_consistency,61,136.39,0.00,170.15,1,5.88,1,,
vllm,self_consistency,62,88.99,0.00,111.87,1,8.94,1,,
vllm,self_consistency,63,177.07,0.00,237.37,1,4.21,1,,
vllm,self_consistency,64,141.92,0.00,151.59,1,6.60,1,,
vllm,self_consistency,65,211.32,0.00,227.99,1,4.39,1,,
vllm,self_consistency,66,182.26,0.00,197.27,1,5.07,1,,
vllm,self_consistency,67,188.54,0.00,199.45,1,5.01,1,,
vllm,self_consistency,68,196.29,0.00,239.44,1,4.18,1,,
vllm,self_consistency,69,99.50,0.00,99.89,1,10.01,1,,
vllm,self_consistency,70,194.48,0.00,276.00,1,3.62,1,,
vllm,self_consistency,71,194.53,0.00,217.91,1,4.59,1,,
vllm,self_consistency,72,244.26,0.00,274.30,1,3.65,1,,
vllm,self_consistency,73,152.29,0.00,187.88,1,5.32,1,,
vllm,self_consistency,74,100.95,0.00,115.97,1,8.62,1,,
vllm,self_consistency,75,251.31,0.00,251.63,1,3.97,1,,
vllm,self_consistency,76,255.18,0.00,284.28,1,3.52,1,,
vllm,self_consistency,77,163.42,0.00,168.08,1,5.95,1,,
vllm,self_consistency,78,182.91,0.00,255.17,1,3.92,1,,
vllm,self_consistency,79,124.41,0.00,165.74,1,6.03,1,,
vllm,self_consistency,80,164.85,0.00,204.74,1,4.88,1,,
vllm,self_consistency,81,232.20,0.00,323.45,1,3.09,1,,
vllm,self_consistency,82,146.95,0.00,151.89,1,6.58,1,,
vllm,self_consistency,83,135.35,0.00,157.73,1,6.34,1,,
vllm,self_consistency,84,94.93,0.00,95.22,1,10.50,1,,
vllm,self_consistency,85,120.04,0.00,120.29,1,8.31,1,,
vllm,self_consistency,86,129.16,0.00,129.43,1,7.73,1,,
vllm,self_consistency,87,230.40,0.00,249.80,1,4.00,1,,
vllm,self_consistency,88,145.47,0.00,163.39,1,6.12,1,,
vllm,self_consistency,89,246.16,0.00,365.91,1,2.73,1,,
vllm,self_consistency,90,108.25,0.00,121.53,1,8.23,1,,
vllm,self_consistency,91,78.44,0.00,113.63,1,8.80,1,,
vllm,self_consistency,92,263.04,0.00,267.82,1,3.73,1,,
vllm,self_consistency,93,267.23,0.00,271.89,1,3.68,1,,
vllm,self_consistency,94,150.10,0.00,211.31,1,4.73,1,,
vllm,self_consistency,95,146.74,0.00,154.03,1,6.49,1,,
vllm,self_consistency,96,177.34,0.00,182.03,1,5.49,1,,
vllm,self_consistency,97,124.44,0.00,158.08,1,6.33,1,,
vllm,self_consistency,98,130.57,0.00,181.20,1,5.52,1,,
vllm,self_consistency,99,86.64,0.00,97.41,1,10.27,1,,
vllm,self_consistency,100,203.55,0.00,228.52,1,4.38,1,,
vllm,self_consistency,101,204.59,0.00,209.30,1,4.78,1,,
vllm,self_consistency,102,163.97,0.00,204.90,1,4.88,1,,
vllm,self_consistency,103,217.43,0.00,264.83,1,3.78,1,,
vllm,self_consistency,104,192.54,0.00,230.65,1,4.34,1,,
vllm,self_consistency,105,303.78,0.00,334.47,1,2.99,1,,
vllm,self_consistency,106,197.78,0.00,231.50,1,4.32,1,,
vllm,self_consistency,107,198.13,0.00,198.46,1,5.04,1,,
vllm,self_consistency,108,96.46,0.00,119.85,1,8.34,1,,
vllm,self_consistency,109,186.32,0.00,191.66,1,5.22,1,,
vllm,self_consistency,110,181.76,0.00,262.77,1,3.81,1,,
vllm,self_consistency,111,207.91,0.00,239.20,1,4.18,1,,
vllm,self_consistency,112,322.17,0.00,405.53,1,2.47,1,,
vllm,self_consistency,113,305.78,0.00,311.08,1,3.21,1,,
vllm,self_consistency,114,206.56,0.00,211.12,1,4.74,1,,
vllm,self_consistency,115,143.56,0.00,148.85,1,6.72,1,,
vllm,self_consistency,116,86.89,0.00,116.58,1,8.58,1,,
vllm,self_consistency,117,271.55,0.00,271.90,1,3.68,1,,
vllm,self_consistency,118,162.88,0.00,270.18,1,3.70,1,,
vllm,self_consistency,119,66.55,0.00,99.56,1,10.04,1,,
vllm,self_consistency,120,169.36,0.00,182.31,1,5.49,1,,
vllm,self_consistency,121,167.44,0.00,185.30,1,5.40,1,,
vllm,self_consistency,122,259.00,0.00,274.40,1,3.64,1,,
vllm,self_consistency,123,168.31,0.00,173.27,1,5.77,1,,
vllm,self_consistency,124,181.26,0.00,195.40,1,5.12,1,,
vllm,self_consistency,125,267.60,0.00,303.49,1,3.29,1,,
vllm,self_consistency,126,163.17,0.00,193.65,1,5.16,1,,
vllm,self_consistency,127,153.42,0.00,235.26,1,4.25,1,,
vllm,self_consistency,128,364.23,0.00,364.57,1,2.74,1,,
vllm,self_consistency,129,161.60,0.00,161.87,1,6.18,1,,
vllm,self_consistency,130,165.79,0.00,296.18,1,3.38,1,,
vllm,self_consistency,131,260.84,0.00,266.08,1,3.76,1,,
vllm,self_consistency,132,435.10,0.00,443.91,1,2.25,1,,
vllm,self_consistency,133,57.26,0.00,84.38,1,11.85,1,,
vllm,self_consistency,134,67.28,0.00,93.42,1,10.70,1,,
vllm,self_consistency,135,328.80,0.00,364.55,1,2.74,1,,
vllm,self_consistency,136,221.87,0.00,227.16,1,4.40,1,,
vllm,self_consistency,137,169.36,0.00,176.37,1,5.67,1,,
vllm,self_consistency,138,132.64,0.00,166.52,1,6.01,1,,
vllm,self_consistency,139,176.16,0.00,186.17,1,5.37,1,,
vllm,self_consistency,140,96.00,0.00,132.03,1,7.57,1,,
vllm,self_consistency,141,214.09,0.00,228.64,1,4.37,1,,
vllm,self_consistency,142,128.35,0.00,152.55,1,6.56,1,,
vllm,self_consistency,143,218.08,0.00,218.33,1,4.58,1,,
vllm,self_consistency,144,103.94,0.00,152.82,1,6.54,1,,
vllm,self_consistency,145,180.75,0.00,205.48,1,4.87,1,,
vllm,self_consistency,146,265.84,0.00,284.88,1,3.51,1,,
vllm,self_consistency,147,158.60,0.00,158.85,1,6.30,1,,
vllm,self_consistency,148,239.67,0.00,239.94,1,4.17,1,,
vllm,self_consistency,149,340.39,0.00,419.97,1,2.38,1,,
vllm,self_consistency,150,294.59,0.00,305.03,1,3.28,1,,
vllm,self_consistency,151,201.58,0.00,206.27,1,4.85,1,,
vllm,self_consistency,152,240.41,0.00,249.07,1,4.01,1,,
vllm,self_consistency,153,113.40,0.00,143.92,1,6.95,1,,
vllm,self_consistency,154,320.31,0.00,369.98,1,2.70,1,,
vllm,self_consistency,155,128.85,0.00,166.95,1,5.99,1,,
vllm,self_consistency,156,120.50,0.00,155.91,1,6.41,1,,
vllm,self_consistency,157,112.89,0.00,121.75,1,8.21,1,,
vllm,self_consistency,158,172.70,0.00,176.77,1,5.66,1,,
vllm,self_consistency,159,183.29,0.00,255.32,1,3.92,1,,
vllm,self_consistency,160,299.92,0.00,300.25,1,3.33,1,,
vllm,self_consistency,161,259.40,0.00,287.71,1,3.48,1,,
vllm,self_consistency,162,163.33,0.00,232.32,1,4.30,1,,
vllm,self_consistency,163,282.45,0.00,321.60,1,3.11,1,,
vllm,self_consistency,164,156.44,0.00,166.27,1,6.01,1,,
vllm,self_consistency,165,203.61,0.00,254.52,1,3.93,1,,
vllm,self_consistency,166,125.93,0.00,240.25,1,4.16,1,,
vllm,self_consistency,167,86.79,0.00,117.97,1,8.48,1,,
vllm,self_consistency,168,137.16,0.00,152.70,1,6.55,1,,
vllm,self_consistency,169,197.06,0.00,236.08,1,4.24,1,,
vllm,self_consistency,170,198.47,0.00,213.56,1,4.68,1,,
vllm,self_consistency,171,80.04,0.00,95.16,1,10.51,1,,
vllm,self_consistency,172,215.49,0.00,215.79,1,4.63,1,,
vllm,self_consistency,173,202.42,0.00,234.82,1,4.26,1,,
vllm,self_consistency,174,214.78,0.00,230.52,1,4.34,1,,
vllm,self_consistency,175,229.51,0.00,233.57,1,4.28,1,,
vllm,self_consistency,176,178.23,0.00,214.64,1,4.66,1,,
vllm,self_consistency,177,132.17,0.00,169.17,1,5.91,1,,
vllm,self_consistency,178,172.38,0.00,195.74,1,5.11,1,,
vllm,self_consistency,179,155.24,0.00,173.28,1,5.77,1,,
vllm,self_consistency,180,223.36,0.00,228.17,1,4.38,1,,
vllm,self_consistency,181,242.81,0.00,316.63,1,3.16,1,,
vllm,self_consistency,182,287.68,0.00,287.97,1,3.47,1,,
vllm,self_consistency,183,210.49,0.00,284.54,1,3.51,1,,
vllm,self_consistency,184,322.30,0.00,356.68,1,2.80,1,,
vllm,self_consistency,185,325.84,0.00,345.34,1,2.90,1,,
vllm,self_consistency,186,207.30,0.00,212.14,1,4.71,1,,
vllm,self_consistency,187,165.30,0.00,222.35,1,4.50,1,,
vllm,self_consistency,188,179.57,0.00,309.44,1,3.23,1,,
vllm,self_consistency,189,198.41,0.00,203.68,1,4.91,1,,
vllm,self_consistency,190,293.23,0.00,308.26,1,3.24,1,,
vllm,self_consistency,191,199.86,0.00,215.36,1,4.64,1,,
vllm,self_consistency,192,250.71,0.00,356.44,1,2.81,1,,
vllm,self_consistency,193,151.53,0.00,200.56,1,4.99,1,,
vllm,self_consistency,194,120.20,0.00,120.42,1,8.30,1,,
vllm,self_consistency,195,201.73,0.00,221.31,1,4.52,1,,
vllm,self_consistency,196,206.13,0.00,206.38,1,4.85,1,,
vllm,self_consistency,197,189.73,0.00,204.82,1,4.88,1,,
vllm,self_consistency,198,311.46,0.00,335.68,1,2.98,1,,
vllm,self_consistency,199,154.30,0.00,195.24,1,5.12,1,,
vllm,self_consistency,200,257.24,0.00,262.12,1,3.82,1,,
vllm,self_consistency,201,220.53,0.00,234.34,1,4.27,1,,
vllm,self_consistency,202,318.15,0.00,318.41,1,3.14,1,,
vllm,self_consistency,203,204.30,0.00,204.66,1,4.89,1,,
vllm,self_consistency,204,181.00,0.00,181.30,1,5.52,1,,
vllm,self_consistency,205,185.94,0.00,231.16,1,4.33,1,,
vllm,self_consistency,206,243.27,0.00,253.12,1,3.95,1,,
vllm,self_consistency,207,119.18,0.00,147.38,1,6.79,1,,
vllm,self_consistency,208,156.70,0.00,176.21,1,5.68,1,,
vllm,self_consistency,209,185.63,0.00,218.96,1,4.57,1,,
vllm,self_consistency,210,83.19,0.00,133.83,1,7.47,1,,
vllm,self_consistency,211,233.90,0.00,248.98,1,4.02,1,,
vllm,self_consistency,212,277.69,0.00,282.86,1,3.54,1,,
vllm,self_consistency,213,167.82,0.00,172.05,1,5.81,1,,
vllm,self_consistency,214,151.34,0.00,155.28,1,6.44,1,,
vllm,self_consistency,215,321.77,0.00,429.52,1,2.33,1,,
vllm,self_consistency,216,177.00,0.00,261.55,1,3.82,1,,
vllm,self_consistency,217,138.55,0.00,154.06,1,6.49,1,,
vllm,self_consistency,218,156.40,0.00,171.35,1,5.84,1,,
vllm,self_consistency,219,206.98,0.00,231.80,1,4.31,1,,
vllm,self_consistency,220,174.75,0.00,193.84,1,5.16,1,,
vllm,self_consistency,221,172.61,0.00,185.32,1,5.40,1,,
vllm,self_consistency,222,253.94,0.00,264.08,1,3.79,1,,
vllm,self_consistency,223,187.76,0.00,220.39,1,4.54,1,,
vllm,self_consistency,224,174.52,0.00,182.21,1,5.49,1,,
vllm,self_consistency,225,309.63,0.00,314.95,1,3.18,1,,
vllm,self_consistency,226,265.48,0.00,278.64,1,3.59,1,,
vllm,self_consistency,227,237.71,0.00,295.46,1,3.38,1,,
vllm,self_consistency,228,258.16,0.00,267.67,1,3.74,1,,
vllm,self_consistency,229,151.79,0.00,189.18,1,5.29,1,,
vllm,self_consistency,230,241.85,0.00,260.98,1,3.83,1,,
vllm,self_consistency,231,154.01,0.00,172.74,1,5.79,1,,
vllm,self_consistency,232,84.33,0.00,98.17,1,10.19,1,,
vllm,self_consistency,233,289.53,0.00,304.30,1,3.29,1,,
vllm,self_consistency,234,298.00,0.00,353.33,1,2.83,1,,
vllm,self_consistency,235,272.97,0.00,273.26,1,3.66,1,,
vllm,self_consistency,236,160.45,0.00,165.47,1,6.04,1,,
vllm,self_consistency,237,256.61,0.00,292.56,1,3.42,1,,
vllm,self_consistency,238,199.51,0.00,274.38,1,3.64,1,,
vllm,self_consistency,239,275.69,0.00,285.74,1,3.50,1,,
vllm,self_consistency,240,202.46,0.00,249.99,1,4.00,1,,
vllm,self_consistency,241,204.04,0.00,212.99,1,4.70,1,,
vllm,self_consistency,242,150.28,0.00,191.11,1,5.23,1,,
vllm,self_consistency,243,135.50,0.00,158.21,1,6.32,1,,
vllm,self_consistency,244,61.68,0.00,77.04,1,12.98,1,,
vllm,self_consistency,245,278.47,0.00,303.63,1,3.29,1,,
vllm,self_consistency,246,280.12,0.00,335.62,1,2.98,1,,
vllm,self_consistency,247,214.03,0.00,308.88,1,3.24,1,,
vllm,self_consistency,248,158.24,0.00,210.66,1,4.75,1,,
vllm,self_consistency,249,87.87,0.00,126.82,1,7.89,1,,
vllm,self_consistency,250,98.01,0.00,136.64,1,7.32,1,,
vllm,self_consistency,251,306.99,0.00,327.07,1,3.06,1,,
vllm,self_consistency,252,189.19,0.00,193.89,1,5.16,1,,
vllm,self_consistency,253,331.48,0.00,336.81,1,2.97,1,,
vllm,self_consistency,254,173.31,0.00,183.30,1,5.46,1,,
vllm,self_consistency,255,178.43,0.00,183.43,1,5.45,1,,
vllm,self_consistency,256,222.86,0.00,247.27,1,4.04,1,,
vllm,self_consistency,257,305.03,0.00,305.30,1,3.28,1,,
vllm,self_consistency,258,213.46,0.00,234.03,1,4.27,1,,
vllm,self_consistency,259,274.90,0.00,313.64,1,3.19,1,,
vllm,self_consistency,260,252.02,0.00,262.44,1,3.81,1,,
vllm,self_consistency,261,109.40,0.00,109.73,1,9.11,1,,
vllm,self_consistency,262,288.05,0.00,299.92,1,3.33,1,,
vllm,self_consistency,263,184.79,0.00,189.65,1,5.27,1,,
vllm,self_consistency,264,123.10,0.00,152.96,1,6.54,1,,
vllm,self_consistency,265,121.96,0.00,127.12,1,7.87,1,,
vllm,self_consistency,266,103.99,0.00,125.65,1,7.96,1,,
vllm,self_consistency,267,93.94,0.00,116.13,1,8.61,1,,
vllm,self_consistency,268,69.98,0.00,95.02,1,10.52,1,,
vllm,self_consistency,269,128.60,0.00,214.25,1,4.67,1,,
vllm,self_consistency,270,272.85,0.00,283.00,1,3.53,1,,
vllm,self_consistency,271,444.44,0.00,454.16,1,2.20,1,,
vllm,self_consistency,272,142.62,0.00,142.91,1,7.00,1,,
vllm,self_consistency,273,157.39,0.00,227.22,1,4.40,1,,
vllm,self_consistency,274,325.52,0.00,342.82,1,2.92,1,,
vllm,self_consistency,275,164.18,0.00,229.55,1,4.36,1,,
vllm,self_consistency,276,110.27,0.00,134.95,1,7.41,1,,
vllm,self_consistency,277,101.80,0.00,136.25,1,7.34,1,,
vllm,self_consistency,278,206.23,0.00,206.52,1,4.84,1,,
vllm,self_consistency,279,343.17,0.00,353.25,1,2.83,1,,
vllm,self_consistency,280,147.60,0.00,173.22,1,5.77,1,,
vllm,self_consistency,281,133.61,0.00,227.34,1,4.40,1,,
vllm,self_consistency,282,112.61,0.00,112.87,1,8.86,1,,
vllm,self_consistency,283,385.20,0.00,397.81,1,2.51,1,,
vllm,self_consistency,284,127.39,0.00,142.82,1,7.00,1,,
vllm,self_consistency,285,120.81,0.00,152.99,1,6.54,1,,
vllm,self_consistency,286,93.35,0.00,93.60,1,10.68,1,,
vllm,self_consistency,287,59.33,0.00,82.44,1,12.13,1,,
vllm,self_consistency,288,373.09,0.00,377.94,1,2.65,1,,
vllm,self_consistency,289,84.29,0.00,115.44,1,8.66,1,,
vllm,self_consistency,290,92.46,0.00,139.30,1,7.18,1,,
vllm,self_consistency,291,241.27,0.00,241.53,1,4.14,1,,
vllm,self_consistency,292,110.13,0.00,130.74,1,7.65,1,,
vllm,self_consistency,293,154.22,0.00,164.65,1,6.07,1,,
vllm,self_consistency,294,157.09,0.00,170.44,1,5.87,1,,
vllm,self_consistency,295,91.35,0.00,101.43,1,9.86,1,,
vllm,self_consistency,296,104.00,0.00,108.96,1,9.18,1,,
vllm,self_consistency,297,274.17,0.00,284.11,1,3.52,1,,
vllm,self_consistency,298,105.30,0.00,105.57,1,9.47,1,,
vllm,self_consistency,299,315.40,0.00,330.75,1,3.02,1,,
vllm,self_consistency,300,155.24,0.00,175.88,1,5.69,1,,
vllm,self_consistency,301,72.87,0.00,96.56,1,10.36,1,,
vllm,self_consistency,302,324.69,0.00,324.95,1,3.08,1,,
vllm,self_consistency,303,204.70,0.00,266.82,1,3.75,1,,
vllm,self_consistency,304,141.41,0.00,163.41,1,6.12,1,,
vllm,self_consistency,305,208.61,0.00,256.99,1,3.89,1,,
vllm,self_consistency,306,282.98,0.00,287.42,1,3.48,1,,
vllm,self_consistency,307,243.53,0.00,271.77,1,3.68,1,,
vllm,self_consistency,308,99.49,0.00,125.40,1,7.97,1,,
vllm,self_consistency,309,200.65,0.00,220.46,1,4.54,1,,
vllm,self_consistency,310,115.26,0.00,136.80,1,7.31,1,,
vllm,self_consistency,311,109.92,0.00,154.79,1,6.46,1,,
vllm,self_consistency,312,167.41,0.00,177.87,1,5.62,1,,
vllm,self_consistency,313,139.71,0.00,144.26,1,6.93,1,,
vllm,self_consistency,314,154.51,0.00,158.62,1,6.30,1,,
vllm,self_consistency,315,152.14,0.00,232.62,1,4.30,1,,
vllm,self_consistency,316,244.30,0.00,308.89,1,3.24,1,,
vllm,self_consistency,317,189.79,0.00,215.41,1,4.64,1,,
vllm,self_consistency,318,457.30,0.00,536.60,1,1.86,1,,
vllm,self_consistency,319,311.96,0.00,434.68,1,2.30,1,,
vllm,self_consistency,320,112.61,0.00,190.64,1,5.25,1,,
vllm,self_consistency,321,146.17,0.00,151.00,1,6.62,1,,
vllm,self_consistency,322,330.83,0.00,345.54,1,2.89,1,,
vllm,self_consistency,323,229.62,0.00,229.96,1,4.35,1,,
vllm,self_consistency,324,267.45,0.00,287.53,1,3.48,1,,
vllm,self_consistency,325,145.71,0.00,166.60,1,6.00,1,,
vllm,self_consistency,326,143.61,0.00,194.21,1,5.15,1,,
vllm,self_consistency,327,202.38,0.00,248.26,1,4.03,1,,
vllm,self_consistency,328,250.76,0.00,283.77,1,3.52,1,,
vllm,self_consistency,329,342.53,0.00,351.43,1,2.85,1,,
vllm,self_consistency,330,185.13,0.00,190.27,1,5.26,1,,
vllm,self_consistency,331,153.57,0.00,188.60,1,5.30,1,,
vllm,self_consistency,332,121.94,0.00,137.99,1,7.25,1,,
vllm,self_consistency,333,134.68,0.00,228.62,1,4.37,1,,
vllm,self_consistency,334,342.73,0.00,342.99,1,2.92,1,,
vllm,self_consistency,335,218.84,0.00,237.65,1,4.21,1,,
vllm,self_consistency,336,137.68,0.00,160.56,1,6.23,1,,
vllm,self_consistency,337,349.83,0.00,496.88,1,2.01,1,,
vllm,self_consistency,338,169.31,0.00,208.02,1,4.81,1,,
vllm,self_consistency,339,153.78,0.00,159.06,1,6.29,1,,
vllm,self_consistency,340,144.29,0.00,149.34,1,6.70,1,,
vllm,self_consistency,341,110.02,0.00,110.24,1,9.07,1,,
vllm,self_consistency,342,159.04,0.00,166.77,1,6.00,1,,
vllm,self_consistency,343,157.15,0.00,182.13,1,5.49,1,,
vllm,self_consistency,344,352.06,0.00,356.70,1,2.80,1,,
vllm,self_consistency,345,273.37,0.00,333.93,1,2.99,1,,
vllm,self_consistency,346,150.29,0.00,188.34,1,5.31,1,,
vllm,self_consistency,347,220.86,0.00,235.72,1,4.24,1,,
vllm,self_consistency,348,79.41,0.00,97.55,1,10.25,1,,
vllm,self_consistency,349,289.44,0.00,294.38,1,3.40,1,,
vllm,self_consistency,350,245.51,0.00,338.57,1,2.95,1,,
vllm,self_consistency,351,220.69,0.00,235.92,1,4.24,1,,
vllm,self_consistency,352,398.17,0.00,403.62,1,2.48,1,,
vllm,self_consistency,353,239.47,0.00,272.28,1,3.67,1,,
vllm,self_consistency,354,71.70,0.00,101.82,1,9.82,1,,
vllm,self_consistency,355,160.13,0.00,202.42,1,4.94,1,,
vllm,self_consistency,356,259.75,0.00,271.54,1,3.68,1,,
vllm,self_consistency,357,159.91,0.00,207.29,1,4.82,1,,
vllm,self_consistency,358,169.67,0.00,202.95,1,4.93,1,,
vllm,self_consistency,359,175.89,0.00,209.21,1,4.78,1,,
vllm,self_consistency,360,225.12,0.00,234.92,1,4.26,1,,
vllm,self_consistency,361,105.54,0.00,141.09,1,7.09,1,,
vllm,self_consistency,362,159.38,0.00,178.91,1,5.59,1,,
vllm,self_consistency,363,204.03,0.00,229.43,1,4.36,1,,
vllm,self_consistency,364,82.44,0.00,96.75,1,10.34,1,,
vllm,self_consistency,365,352.35,0.00,382.84,1,2.61,1,,
vllm,self_consistency,366,232.01,0.00,266.51,1,3.75,1,,
vllm,self_consistency,367,205.22,0.00,313.59,1,3.19,1,,
vllm,self_consistency,368,206.93,0.00,225.84,1,4.43,1,,
vllm,self_consistency,369,142.62,0.00,201.16,1,4.97,1,,
vllm,self_consistency,370,93.35,0.00,123.98,1,8.07,1,,
vllm,self_consistency,371,36.36,0.00,61.68,1,16.21,1,,
vllm,self_consistency,372,246.36,0.00,271.02,1,3.69,1,,
vllm,self_consistency,373,220.52,0.00,225.89,1,4.43,1,,
vllm,self_consistency,374,210.28,0.00,310.55,1,3.22,1,,
vllm,self_consistency,375,163.92,0.00,167.55,1,5.97,1,,
vllm,self_consistency,376,85.36,0.00,102.81,1,9.73,1,,
vllm,self_consistency,377,171.58,0.00,176.75,1,5.66,1,,
vllm,self_consistency,378,115.91,0.00,140.00,1,7.14,1,,
vllm,self_consistency,379,103.84,0.00,124.56,1,8.03,1,,
vllm,self_consistency,380,65.94,0.00,90.08,1,11.10,1,,
vllm,self_consistency,381,211.75,0.00,220.92,1,4.53,1,,
vllm,self_consistency,382,205.30,0.00,245.14,1,4.08,1,,
vllm,self_consistency,383,86.01,0.00,104.66,1,9.56,1,,
vllm,self_consistency,384,326.33,0.00,326.62,1,3.06,1,,
